Ref. Política de Segurança da Informação para Terceiros,ID,DOMÍNIO,QUESTÃO,STATUS,CRITICIDADE DO CONTROLE,INFORMAÇÂO ADICIONAL REQUERIDA,COMENTARIOS DO AVALIADO EVIDENCIANDO OU EXPLICANDO,PONTOS,RECOMENDAÇÕES,Responsavel_IP,Email_Interno
6.2.5 - Ref. Política de Segurança da Informação para Terceiros,6,Segurança em Desenvolvimento de Sistemas,A empresa verifica a qualidade do código utilizando ferramentas automatizadas como SAST e DAST com base nos princípios do TOP10 da OWASP?,LISTAR AS INFORMAÇÕES,MÉDIA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",0,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.5 - Ref. Política de Segurança da Informação para Terceiros,7,Segurança em Desenvolvimento de Sistemas,"São verificadas dependências de código utilizando ferramentas de SCA como Dependabot, mostrando vulnerabilidades existentes e evitando subida em produção quando detectado?","MENSURAR SE POSSÍVEL, POR DIA, MÊS E ANO",ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",10,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.5 - Ref. Política de Segurança da Informação para Terceiros,8,Segurança em Desenvolvimento de Sistemas,A empresa realiza testes em ambientes não produtivos com dados fictícios ou anônimos em vez de dados de produção?,IMPLEMENTADO,MÉDIA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",20,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.5 - Ref. Política de Segurança da Informação para Terceiros,9,Segurança em Desenvolvimento de Sistemas,Todos os componentes utilizados para consumo das API possuem autenticação entre si?,EXPLIQUE O TIPO DE TREINAMENTOS,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",0,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.5 - Ref. Política de Segurança da Informação para Terceiros,10,Segurança em Desenvolvimento de Sistemas,Todos os componentes utilizados para consumo das APIs possuem criptografia de tráfego entre si?,PRINT DA EXISTÊNCIA DO PLANO,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",20,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.5 - Ref. Política de Segurança da Informação para Terceiros,11,Segurança em Desenvolvimento de Sistemas,"Existe uma norma de Gestão de Vulnerabilidades definida, com testes periódicos acontecendo no ambiente?",NÃO IMPLEMENTADO,ALTA,PRINT DA POLÍTICA/NORMA/PROCEDIMENTO PUBLICADA,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",0,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.5 - Ref. Política de Segurança da Informação para Terceiros,12,Segurança em Desenvolvimento de Sistemas,Logs de auditoria relevantes são salvos para garantir o não repúdio e sem informações sensíveis como senhas e tokens?,PRINT DA POLÍTICA/NORMA/PROCEDIMENTO PUBLICADA,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",10,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.5 - Ref. Política de Segurança da Informação para Terceiros,13,Segurança em Desenvolvimento de Sistemas,Quais ações são tomadas com as vulnerabilidades identificadas? Elas são consideradas como impeditivo para dar seguimento com os testes e publicação em Produção?,EXPLIQUE O TIPO DE TREINAMENTOS,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",20,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,1,"GCN, Retenção e Armazenamento",A empresa possui um Programa de Continuidade dos Negócios para assegurar que possíveis incidentes não afetem o serviço XP?,IMPLEMENTADO,ALTA,PRINT DA EXISTÊNCIA DO PLANO,Solução técnica ativada e monitorada diariamente pelo SOC terceirizado.,20,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,2,"GCN, Retenção e Armazenamento",O Programa de Continuidade dos Negócios da Empresa contempla um plano de Recuperação de Desastres?,NÃO IMPLEMENTADO,ALTA,PRINT DA EXISTÊNCIA DO PLANO,Falta orçamento aprovado para aquisição desta ferramenta.,0,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,3,"GCN, Retenção e Armazenamento","Possui um data center alternativo para recuperação de seu ambiente de tecnologia e dados, no caso de indisponibilidade do data center principal? (PREENCHER TABELA AO LADO DO QUESTIONÁRIO)",PARCIALMENTE,ALTA,INFORMAR NA TABELA AO LADO,Processo ainda em fase de desenho pela equipe de Governança.,10,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,4,"GCN, Retenção e Armazenamento","Os data centers possuem controles como medidas de proteção?  Ex: Alarme, sistema de câmera, sistema de extintor de incêndio, sistema de refrigeração, sistema de controle de acesso ou outros métodos.",PARCIALMENTE,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)",Falta orçamento aprovado para aquisição desta ferramenta.,10,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,5,"GCN, Retenção e Armazenamento",O Programa de Continuidade dos Negócios da Empresa é testado pelo menos de forma anual ou com que frequência?,PARCIALMENTE,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)",Processo ainda em fase de desenho pela equipe de Governança.,10,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,6,"GCN, Retenção e Armazenamento",A empresa possui processo de mapeamento dos seus sistemas críticos? Qual a frequência de revisão?,NÃO IMPLEMENTADO,MÉDIA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)",Item mapeado no backlog do projeto de adequação de segurança. Previsão para o Q3.,0,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,7,"GCN, Retenção e Armazenamento",A empresa possui uma política/norma/procedimento de retenção de dados?,NÃO IMPLEMENTADO,MÉDIA,PRINT DA POLÍTICA/NORMA/PROCEDIMENTO PUBLICADA,Item mapeado no backlog do projeto de adequação de segurança. Previsão para o Q3.,0,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,8,"GCN, Retenção e Armazenamento",A empresa possui uma política/norma/procedimento de backup?,IMPLEMENTADO,MÉDIA,PRINT DA POLÍTICA/NORMA/PROCEDIMENTO PUBLICADA,Solução técnica ativada e monitorada diariamente pelo SOC terceirizado.,20,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,9,"GCN, Retenção e Armazenamento","A empresa realiza backups e testes periódicos dos mesmos para verificar a sua consistência? Qual a frequência dos backups? (Diários, semanais e anuais)",IMPLEMENTADO,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)",Solução técnica ativada e monitorada diariamente pelo SOC terceirizado.,20,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,10,"GCN, Retenção e Armazenamento",As cópias de segurança (backups) são armazenadas em local seguro e externo ao data center principal?,IMPLEMENTADO,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)",Solução técnica ativada e monitorada diariamente pelo SOC terceirizado.,20,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,11,"GCN, Retenção e Armazenamento",A empresa possui um procedimento seguro de descarte de dados? (mídia e papel),IMPLEMENTADO,MÉDIA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)",Solução técnica ativada e monitorada diariamente pelo SOC terceirizado.,20,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,12,"GCN, Retenção e Armazenamento","Qual procedimento é realizado para descarte de hardware? (pen drive, HD de servidores e estações, notebooks e desktops)",PARCIALMENTE,MÉDIA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)",Item mapeado no backlog do projeto de adequação de segurança. Previsão para o Q3.,10,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,13,"GCN, Retenção e Armazenamento","As informações relacionadas a XP Inc., estão armazenadas em bases exclusivas ou compartilhadas?",PARCIALMENTE,MÉDIA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)",Falta orçamento aprovado para aquisição desta ferramenta.,10,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,14,"GCN, Retenção e Armazenamento",A empresa tem processo para classificação das bases de dados? Para detectar se um dado pode ser informação pessoal?,PARCIALMENTE,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)",Item mapeado no backlog do projeto de adequação de segurança. Previsão para o Q3.,10,É recomendável que seja implementada uma ferramenta capaz de classificar automaticamente sua base de dados para identificação de dados pessoais.,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.6 - Ref. Política de Segurança da Informação para Terceiros,15,"GCN, Retenção e Armazenamento",Os dados armazenados classificados como dados pessoais são criptografados?,PARCIALMENTE,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)",Falta orçamento aprovado para aquisição desta ferramenta.,10,É recomendável que os dados pessoais sejam criptografados na base da empresa.,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.7 - Ref. Política de Segurança da Informação para Terceiros,1,Treinamento e Conscientização,A empresa possui politica de segurança da informação?,NÃO IMPLEMENTADO,MÉDIA,PRINT DA POLÍTICA/NORMA/PROCEDIMENTO PUBLICADA,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",0,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.7 - Ref. Política de Segurança da Informação para Terceiros,2,Treinamento e Conscientização,A empresa possui um contrato de confidencialidade para os colaboradores e/ou terceiros?,IMPLEMENTADO,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",0,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
6.2.7 - Ref. Política de Segurança da Informação para Terceiros,3,Treinamento e Conscientização,A empresa possui treinamento para conscientização em segurança da informação (colaboradores e/ou terceiros)?,IMPLEMENTADO,ALTA,"DESCREVER O PROCESSO OU EXPLICAR COMO É FEITO ESSE CONTROLE INCLUINDO SUA PERIODICIDADE (Caso se aplique, mencione as ferramentas utilizadas)","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus, tellus eget condimentum rhoncus, sem quam semper libero, sit amet adipiscing sem neque sed ipsum. Nam quam nunc, blandit vel, luctus pulvinar, hendrerit id, lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat, leo eget bibendum sodales, augue velit cursus nunc,",0,É recomendável que,127.0.0.1,anonimo@empresa-ficticia.com.br
